Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
United Kingdom,GBR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,85803890000,69696610000,1.15465E+11,1.29428E+11,30095770000,35975710000,1.89563E+11,1.96251E+11,2.25837E+11,2.36403E+11,3.53475E+11,4.72896E+11,6.79712E+11,7.11527E+11,8.14321E+11,8.49848E+11,9.89918E+11,9.54883E+11,1.15028E+12,1.14333E+12,1.32994E+12,1.71123E+12,2.06825E+12,2.29765E+12,2.95482E+12,2.57699E+12,2.1495E+12,1.85619E+12,2.42582E+12,2.81593E+12,3.05818E+12,3.78136E+12,3.84646E+12,1.86815E+12,,,,,,,,,
Georgia,GEO,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122100000,1899400000,1668300000,1658590000,1129550000,1387010000,920000000,500000000,280000000,350000000,640000000,480000000,610000000,760000000,2401290000,2844380000,2427020000,2947690000,3098510000,,,,,,
Gibraltar,GIB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84752030000,67061460000,1.06644E+11,1.25242E+11,1.45121E+11,2.00696E+11,2.64961E+11,90200000000,1.12632E+11,67586420000,33778890000,44876550000,82594240000,55154270000,42079580000,37163048981,
Grenada,GRD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1.16227E+12,1.3668E+12,1.32613E+12,1.47621E+12,1.89349E+12,2.43931E+12,2.33178E+12,2.58808E+12,3.20999E+12,3.18422E+12,4.54127E+12,6.19074E+12,7.47181E+12,9.13984E+12,1.11287E+13,9.12048E+12,1.07749E+13,1.02279E+13,1.28801E+13,1.3658E+13,1.61706E+13,1.84875E+13,2.09271E+13,2.40081E+13,3.25263E+13,3.00218E+13,2.60241E+13,2.19947E+13,2.93058E+13,3.42336E+13,3.74369E+13,4.50499E+13,4.94141E+13,2.73928E+13,3.47584E+13,3.93629E+13,3.43885E+13,4.00107E+13,4.91495E+13,5.05668E+13,4.79469E+13,5.09683E+13,
"Hong Kong SAR, China",HKG,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,8100040000,11700010000,10528310000,12930600000,22220560000,39013300000,38980940000,21687340000,19558170000,23617550000,34593530000,53843770000,54073720000,74407440000,77565440000,83385870000,1.21881E+11,1.71984E+11,3.85043E+11,2.69508E+11,3.03705E+11,4.49219E+11,4.13323E+11,3.43567E+11,6.08159E+11,6.23398E+11,5.06073E+11,4.63055E+11,7.14597E+11,8.61463E+11,1.055E+12,1.71495E+12,2.65442E+12,1.32877E+12,2.30514E+12,2.71132E+12,2.25804E+12,2.83195E+12,3.10078E+12,3.23303E+12,3.18487E+12,3.19324E+12,
Honduras,HND,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444020000,459240000,,63299070000,40718890000,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513900000,892170000,2981670000,4232900000,2928580000,2508850000,2744640000,3127500000,8109770000,6125730000,10958640000,12918190000,29005630000,70222950000,27126480000,26618990000,25596130000,22558380000,,,,,,
Haiti,HTI,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12988880000,16662910000,28597850000,32575670000,41934490000,46195630000,18465410000,30036630000,27708410000,18772970000,20760180000,19797410000,14513280000,17686950000,22553356584,
IBRD only,IBD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06131E+12,2.61171E+12,3.26486E+12,5.23243E+12,1.11215E+13,4.98437E+12,1.0106E+13,1.24366E+13,1.02097E+13,1.15004E+13,1.13818E+13,1.30886E+13,1.41299E+13,1.41911E+13,
IDA & IBRD total,IBT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0715E+12,2.6851E+12,3.35371E+12,5.34101E+12,1.13219E+13,5.09947E+12,1.02281E+13,1.26024E+13,1.03644E+13,1.15566E+13,1.14742E+13,1.31631E+13,1.41924E+13,1.42332E+13,
IDA total,IDA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17295200000,20636900000,21384020000,29807040000,28106550000,18784940000,12408070000,,,,,69177570000,80083680000,96859380000,1.80915E+11,93452100000,92591320000,1.14042E+11,94391380000,,,,,,
Indonesia,IDN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66584940000,90997080000,29050020000,22077860000,64044670000,26812500000,22997860000,30066960000,54659060000,73250640000,81428120000,1.38886E+11,2.11693E+11,98760600000,2.14941E+11,3.60388E+11,3.90107E+11,4.28223E+11,3.46674E+11,4.22127E+11,3.53271E+11,4.25768E+11,
IDA only,IDX,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79093E+11,3.87851E+11,5.53074E+11,8.18879E+11,1.8191E+12,6.47205E+11,1.30652E+12,1.63183E+12,1.00718E+12,1.26334E+12,1.13883E+12,1.5583E+12,1.51622E+12,1.56668E+12,
Not classified,INX,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48902510000,69676460000,68773180000,81882450000,75297840000,59937500000,85070380000,1.14085E+11,1.14086E+11,1.63269E+11,1.43905E+11,49489910000,61291120000,60368310000,1.08393E+11,1.08989E+11,1.70123E+11,1.43466E+11,1.28009E+11,1.19829E+11,
"Iran, Islamic Rep.",IRN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1900010000,3100000000,3814710000,5001760000,,,,,,,,,,,,,,,1286800000,2803000000,9161700000,17024440000,15181250000,14903260000,21827030000,26685660000,7381240000,11760560000,27544170000,42600420000,36440220000,36314580000,43885010000,48712710000,59183540000,86641520000,1.0709E+11,90995750000,3.45777E+11,1.16638E+11,89428040000,1.08791E+11,
Iraq,IRQ,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,2539520000,4808410000,6970150000,15917340000,5096240000,6120110000,7630000000,9884280000,12109710000,5420180000,8228730000,8273930000,14295000000,29698100000,50840710000,32732480000,36508720000,35770280000,46328090000,40883390000,65261070000,66742920000,57655940000,42131470000,70169060000,91856250000,1.22578E+11,1.61732E+11,2.35056E+11,1.07706E+11,1.88734E+11,2.27614E+11,1.56939E+11,1.61855E+11,2.03301E+11,2.00525E+11,2.43904E+11,2.13984E+11,
Italy,ITA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2824E+11,7.68363E+11,5.27467E+11,4.77075E+11,6.14842E+11,7.89563E+11,7.98073E+11,1.0265E+12,1.07253E+12,5.22088E+11,6.55848E+11,5.35059E+11,4.31486E+11,4.81827E+11,6.15462E+11,5.87312E+11,,,
Jamaica,JAM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471700000,1817100000,1390570000,1944590000,2291210000,2133300000,2525300000,3550680000,4718500000,6037030000,,,,,,,,3884350000,5008860000,,,,,,
Jordan,JOR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40838460000,35894700000,31826650000,30864420000,27183020000,26967480000,25764430000,25554860000,25452410000,24573951247,
Japan,JPN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,1.41799E+11,1.80901E+11,21530430000,34198150000,2.89124E+11,3.79213E+11,4.17943E+11,4.17405E+11,5.45848E+11,6.44412E+11,9.48263E+11,1.78364E+12,2.72637E+12,3.78903E+12,4.26038E+12,2.92853E+12,3.0057E+12,2.25484E+12,2.9063E+12,3.59219E+12,3.54531E+12,3.01973E+12,2.08537E+12,2.43955E+12,4.45535E+12,3.15722E+12,2.26453E+12,2.0693E+12,2.9531E+12,3.55767E+12,4.5729E+12,4.61407E+12,4.33092E+12,3.1158E+12,3.30608E+12,3.82777E+12,3.32539E+12,3.47883E+12,4.54317E+12,4.37799E+12,4.89492E+12,4.9553E+12,
Kazakhstan,KAZ,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693670000,,,,1289440000,2425900000,3941880000,10528660000,43688350000,41377500000,23271810000,27929370000,26672730000,22537310000,23542600000,26228210000,22973440000,34891880000,40161214777,
Kenya,KEN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063100000,3046700000,2017510000,1799020000,1813020000,2088570000,,1255390000,1045300000,1431290000,4182760000,3890970000,6383990000,11378040000,13344620000,10854100000,10966800000,14460870000,10202610000,,,,,,
Kyrgyz Republic,KGZ,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,5391320000,3828760000,4224270000,4407720000,4386800000,6222380000,7380820000,13924110000,33033160000,94348320000,1.4049E+11,1.10301E+11,96466000000,1.07661E+11,1.39584E+11,1.91778E+11,1.81955E+11,1.39122E+11,41881360000,1.14593E+11,3.06128E+11,1.71262E+11,2.33921E+11,2.50707E+11,3.29457E+11,4.28326E+11,7.18011E+11,8.34404E+11,1.12261E+12,4.70798E+11,8.34597E+11,1.09191E+12,9.9614E+11,1.17942E+12,1.23455E+12,1.21276E+12,1.2312E+12,1.25454E+12,
Kuwait,KWT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10499870000,9956700000,12970260000,18933330000,29655850000,22765250000,20019720000,19459900000,22633510000,31460220000,60951560000,72903660000,1.0372E+11,1.07063E+11,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85436E+11,4.09926E+11,2.71826E+11,4.09953E+11,5.66177E+11,8.43479E+11,1.21509E+12,2.00523E+12,1.00043E+12,1.95641E+12,2.38935E+12,1.98157E+12,2.16402E+12,1.89582E+12,1.62362E+12,1.10461E+12,1.37144E+12,
Lao PDR,LAO,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396000000,2684000000,2391000000,1891350000,1554260000,1228000000,1326450000,1417740000,2206290000,4809840000,8143960000,10745910000,9583570000,12849820000,12697350000,9047140000,9078600000,10668220000,11328150000,11380950000,12122530000,
Liberia,LBR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51182E+11,4.72151E+11,3.21792E+11,4.99231E+11,6.85578E+11,9.81782E+11,1.38967E+12,2.21831E+12,1.1324E+12,2.18731E+12,2.73357E+12,2.2587E+12,2.47935E+12,2.16097E+12,1.85687E+12,1.29528E+12,1.58392E+12,
Least developed countries: UN classification,LDC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584030000,1074140000,1331530000,1680410000,2711070000,3657000000,5719990000,7768850000,7553170000,4285950000,9546660000,19923860000,19436990000,16974010000,18806550000,23665120000,20804110000,18678773847,
Lower middle income,LMC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6775E+11,7.72221E+11,1.23759E+12,2.52365E+12,1.05056E+12,1.89136E+12,2.60163E+12,1.93225E+12,2.1681E+12,2.0072E+12,2.54679E+12,2.38219E+12,2.48673E+12,
Low & middle income,LMY,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94842E+12,2.49843E+12,3.12635E+12,5.01968E+12,1.08991E+13,4.87867E+12,9.84875E+12,1.20723E+13,9.95862E+12,1.10687E+13,1.10077E+13,1.27641E+13,1.38676E+13,1.38854E+13,
Lesotho,LSO,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33738E+12,1.54457E+12,1.86785E+12,3.09793E+12,7.44397E+12,3.32793E+12,7.01016E+12,8.38718E+12,7.11409E+12,7.75215E+12,7.98123E+12,9.42015E+12,1.09088E+13,1.06737E+13,
Lithuania,LTU,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,800000000,800000000,861850000,1046590000,2540000000,1453520000,1516850000,1602090000,1511770000,1618670000,2800120000,4566160000,7144420000,8467720000,10348070000,10455530000,11275800000,11833300000,19315890000,28518410000,30426440000,32411670000,33883350000,38182000000,35938660000,34016520000,22710360000,24551040000,37333210000,50143550000,51248410000,79513580000,1.66078E+11,66614730000,1.05048E+11,1.01129E+11,67627420000,70338380000,78640840000,63167510000,47131380000,60910166393,
Latvia,LVA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69152110000,60087890000,52479840000,53831380000,52746800000,45927920000,57579718868,
Monaco,MCO,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85966E+11,1.06182E+12,9.01123E+11,9.12044E+11,1.5541E+12,1.42292E+12,1.30771E+12,1.32619E+12,
Mexico,MEX,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,470000000,800000000,,738000000,1197000000,1299000000,1010000000,1720000000,3030000000,3660000000,3910000000,5520000000,9050000000,15200000000,27080000000,41050000000,1.0276E+11,1.38744E+11,2.00865E+11,1.30246E+11,90693960000,1.0677E+11,1.56595E+11,91745800000,1.54044E+11,1.25204E+11,1.26258E+11,1.03941E+11,1.22533E+11,1.71402E+11,2.39128E+11,3.48345E+11,3.97725E+11,2.34055E+11,3.52045E+11,4.54345E+11,4.0869E+11,5.25057E+11,5.26016E+11,4.80245E+11,4.02253E+11,3.5081E+11,
Marshall Islands,MHL,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94842E+12,2.49843E+12,3.12635E+12,5.01968E+12,1.08991E+13,4.87867E+12,9.84875E+12,1.20723E+13,9.95862E+12,1.10687E+13,1.10077E+13,1.27641E+13,1.38676E+13,1.38854E+13,
"Macedonia, FYR",MKD,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024330000,1356870000,1373720000,1850380000,2839820000,4072500000,4503560000,5633400000,3576270000,4080300000,4193520000,3428910000,3631500000,4249190000,3641750000,4405320000,4433149739,
Myanmar,MMR,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96734E+11,2.64702E+11,2.41563E+11,5.09518E+11,2.88283E+11,2.3954E+11,2.48231E+11,
Montenegro,MNE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468290000,,3222750000,3509110000,3787240000,,,,,
Mongolia,MNG,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700390000,1321630000,1337250000,1485040000,1524200000,1702170000,1521820000,1242680000,978110000,1190490000,1895490000,2118950000,2326320000,4958510000,7919080000,4661990000,6582050000,7752770000,7845150000,7180100000,8942350000,8751020000,7238550000,7568297309,
Malawi,MWI,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,15298580000,13877610000,22699050000,19333650000,24153930000,14861230000,18252570000,23056220000,39696180000,47868790000,56721200000,89008100000,2.14727E+11,1.84024E+11,2.13756E+11,3.06164E+11,93230310000,95561430000,1.39908E+11,1.13156E+11,1.18981E+11,1.25778E+11,1.60814E+11,1.81624E+11,1.80518E+11,2.35581E+11,3.2529E+11,1.89239E+11,2.89219E+11,4.08689E+11,3.95624E+11,4.66588E+11,5.00387E+11,4.59004E+11,3.82977E+11,3.59788E+11,
